SPGTable,,,,,,,,,,,,,
Entity Name,Entity ID,Exchange,SP_SECTOR,Market Capitalization ($M),CIQ EPS Est - # of Est (actual),EPS_FY+1_Current,EPS_FY+1_1M_ago,EPS_FY+1_3M_ago,EPS_MEDIAN_EST,EPS_HIGH_EST,EPS_LOW_EST,EPS_SURPRISE,AS_OF
SP_ENTITY_NAME,SP_ENTITY_ID,SP_EXCHANGE,,SP_MARKETCAP,SP_EPS_NUM_EST,,,,,,,,
,,,,Current,FY+1,,,,,,,,
"Stoke Therapeutics, Inc. (NASDAQGS:STOK)",5269671,NASDAQGS,Health Care,"2,026.52",10,0.13,0.07,0.05,0.09,0.32,0.01,18.32,06/03/2026
StoneCo Ltd. (NASDAQGS:STNE),11218268,NASDAQGS,Financials,"3,414.97",7,2.10,1.68,1.66,2.09,2.17,2.06,2.14,06/03/2026
Strategy Inc (NASDAQGS:MSTR),4965910,NASDAQGS,Information Technology,"44,836.87",3,72.17,72.17,35.48,78.08,83.94,54.49,"-1,115.33",06/03/2026
"Stride, Inc. (NYSE:LRN)",4289140,NYSE,Consumer Discretionary,"3,648.88",4,8.33,8.33,8.24,8.20,8.82,8.12,10.20,06/03/2026
Structure Therapeutics Inc. (NASDAQGM:GPCR),20298731,NASDAQGM,Health Care,"4,089.70",8,-1.56,-1.35,-1.25,-1.56,-1.32,-1.77,-5.19,06/03/2026
Stryker Corporation (NYSE:SYK),4321488,NYSE,Health Care,"139,512.98",29,14.97,14.97,13.55,15.00,15.10,13.97,0.52,06/03/2026
"StubHub Holdings, Inc. (NYSE:STUB)",5218121,NYSE,Communication Services,"2,889.69",9,0.32,-4.90,-4.90,0.37,0.52,0.12,-27.96,06/03/2026
Summit Therapeutics Inc. (NASDAQGM:SMMT),4811494,NASDAQGM,Health Care,"11,715.88",9,-1.19,-1.06,-1.01,-1.23,-0.80,-1.63,-33.75,06/03/2026
"Sun Communities, Inc. (NYSE:SUI)",103122,NYSE,Real Estate,"16,840.57",8,2.70,10.21,10.25,2.75,2.98,2.35,6.17,06/03/2026
"Sun Country Airlines Holdings, Inc. (NASDAQGS:SNCY)",6618655,NASDAQGS,Industrials,868.09,8,1.58,1.61,1.09,1.55,1.80,1.34,2.80,06/03/2026
Sunoco LP (NYSE:SUN),4561611,NYSE,Energy,"8,764.00",3,7.72,4.22,4.07,6.99,9.24,6.93,-45.84,06/03/2026
Sunrun Inc. (NASDAQGS:RUN),4279137,NASDAQGS,Industrials,"2,659.14",12,0.28,1.35,1.36,0.46,2.05,-2.40,26.67,06/03/2026
"Sunstone Hotel Investors, Inc. (NYSE:SHO)",4093959,NYSE,Real Estate,"1,777.69",3,0.13,0.01,0.01,0.13,0.17,0.09,300.00,06/03/2026
Super Group (SGHC) Limited (NYSE:SGHC),28763287,NYSE,Consumer Discretionary,"5,356.26",5,0.87,0.52,0.53,0.89,0.91,0.80,NA,06/03/2026
"Super Micro Computer, Inc. (NASDAQGS:SMCI)",4276821,NASDAQGS,Information Technology,"18,801.09",17,2.24,2.24,2.06,2.22,2.50,2.10,-0.96,06/03/2026
"Surgery Partners, Inc. (NASDAQGS:SGRY)",4604644,NASDAQGS,Health Care,"1,712.91",9,0.28,0.64,0.64,0.37,0.56,-0.16,-26.56,06/03/2026
Sylvamo Corporation (NYSE:SLVM),100012833,NYSE,Materials,"1,725.72",3,3.04,3.54,3.54,2.95,3.25,2.91,0.00,06/03/2026
Symbotic Inc. (NASDAQGM:SYM),7106242,NASDAQGM,Industrials,"6,112.87",10,0.50,0.50,0.44,0.51,0.57,0.43,661.54,06/03/2026
Synaptics Incorporated (NASDAQGS:SYNA),4963567,NASDAQGS,Information Technology,"2,788.54",13,4.43,4.43,4.34,4.43,4.50,4.31,-0.55,06/03/2026
Synchrony Financial (NYSE:SYF),4389036,NYSE,Financials,"23,174.24",16,9.23,9.24,9.33,9.26,9.34,9.02,1.40,06/03/2026
"Syndax Pharmaceuticals, Inc. (NASDAQGS:SNDX)",4812070,NASDAQGS,Health Care,"1,946.59",12,-1.61,-3.06,-3.05,-1.59,-0.68,-2.70,-7.52,06/03/2026
"Synopsys, Inc. (NASDAQGS:SNPS)",4089979,NASDAQGS,Information Technology,"83,791.15",24,14.46,14.38,12.84,14.42,14.85,14.32,0.55,06/03/2026
Sysco Corporation (NYSE:SYY),4064204,NYSE,Consumer Staples,"40,819.26",18,4.59,4.59,4.59,4.59,4.61,4.57,1.83,06/03/2026
"T-Mobile US, Inc. (NASDAQGS:TMUS)",4091145,NASDAQGS,Communication Services,"244,139.73",9,11.34,10.84,10.86,10.71,13.55,8.53,-1.66,06/03/2026
"T. Rowe Price Group, Inc. (NASDAQGS:TROW)",4055767,NASDAQGS,Financials,"19,713.79",12,10.07,10.07,9.70,10.15,10.59,9.19,0.21,06/03/2026
T1 Energy Inc. (NYSE:TE),14794106,NYSE,Industrials,"1,818.25",4,-1.12,-1.13,-1.11,-1.12,-1.07,-1.16,-344.44,06/03/2026
"Take-Two Interactive Software, Inc. (NASDAQGS:TTWO)",4965854,NASDAQGS,Communication Services,"39,164.61",22,3.83,3.82,3.31,3.85,4.08,2.85,24.00,06/03/2026
TAL Education Group (NYSE:TAL),4913803,NYSE,Consumer Discretionary,"6,474.09",13,0.66,0.66,0.46,0.66,0.74,0.49,-25.00,06/03/2026
Talen Energy Corporation (NASDAQGS:TLN),4535411,NASDAQGS,Utilities,"14,647.99",9,21.44,4.44,4.84,20.50,29.43,18.24,-205.27,06/03/2026
Talos Energy Inc. (NYSE:TALO),4345748,NYSE,Energy,"2,236.19",6,-1.55,-0.94,-0.92,-1.59,-1.28,-1.81,9.68,06/03/2026
"Tandem Diabetes Care, Inc. (NASDAQGM:TNDM)",4342614,NASDAQGM,Health Care,"1,444.41",21,-0.79,-2.21,-2.17,-0.72,-0.40,-1.61,-16.74,06/03/2026
"Tango Therapeutics, Inc. (NASDAQGM:TNGX)",5994234,NASDAQGM,Health Care,"2,418.58",9,-1.31,-0.90,-0.90,-1.27,-1.19,-1.60,3.33,06/03/2026
"Tapestry, Inc. (NYSE:TPR)",4112718,NYSE,Consumer Discretionary,"29,185.22",21,6.50,6.32,5.59,6.46,6.76,6.43,0.20,06/03/2026
Targa Resources Corp. (NYSE:TRGP),4276678,NYSE,Energy,"50,986.57",10,10.03,8.47,8.44,10.11,10.81,8.77,0.35,06/03/2026
Target Corporation (NYSE:TGT),4094305,NYSE,Consumer Staples,"54,698.57",35,7.98,7.30,7.30,8.00,8.50,7.27,3.56,06/03/2026
"Tarsus Pharmaceuticals, Inc. (NASDAQGS:TARS)",19743479,NASDAQGS,Health Care,"3,117.76",7,-0.78,-1.47,-1.49,-0.73,-0.56,-1.01,-6.00,06/03/2026
Taylor Morrison Home Corporation (NYSE:TMHC),4344712,NYSE,Consumer Discretionary,"5,900.44",7,5.15,7.81,7.85,5.18,5.47,4.46,5.51,06/03/2026
"Taysha Gene Therapies, Inc. (NASDAQGS:TSHA)",20083430,NASDAQGS,Health Care,"1,251.81",14,-0.36,-0.36,-0.36,-0.37,-0.34,-0.38,5.26,06/03/2026
TD SYNNEX Corporation (NYSE:SNX),4149366,NYSE,Information Technology,"12,607.55",11,14.62,14.63,13.09,14.63,14.91,14.26,0.76,06/03/2026
TE Connectivity plc (NYSE:TEL),4558889,NYSE,Information Technology,"60,403.45",18,11.06,11.06,10.72,11.02,11.53,10.81,1.86,06/03/2026
TechnipFMC plc (NYSE:FTI),6618669,NYSE,Energy,"25,210.83",18,2.92,2.28,2.26,2.93,3.25,2.72,7.46,06/03/2026
Tecnoglass Inc. (NYSE:TGLS),4985503,NYSE,Industrials,"1,861.09",5,3.61,3.78,3.80,3.60,3.74,3.47,-5.29,06/03/2026
Teekay Tankers Ltd. (NYSE:TNK),4980481,NYSE,Energy,"2,480.87",5,8.73,6.82,6.45,9.39,9.86,7.30,2.05,06/03/2026
TEGNA Inc. (NYSE:TGNA),4121647,NYSE,Communication Services,"3,345.01",3,3.10,1.56,1.56,3.01,3.29,3.01,4.49,06/03/2026
Teledyne Technologies Incorporated (NYSE:TDY),4987124,NYSE,Information Technology,"29,992.38",6,20.17,20.17,18.08,20.18,20.38,19.85,4.48,06/03/2026
Teleflex Incorporated (NYSE:TFX),4004303,NYSE,Health Care,"5,008.37",9,6.70,14.02,14.09,6.40,8.25,6.39,-50.21,06/03/2026
"Tempus AI, Inc. (NASDAQGS:TEM)",6963342,NASDAQGS,Health Care,"9,342.71",11,-0.42,-0.61,-0.62,-0.35,-0.19,-0.75,1.61,06/03/2026
"Tenable Holdings, Inc. (NASDAQGS:TENB)",5317322,NASDAQGS,Information Technology,"2,417.24",23,1.87,1.87,1.53,1.87,1.98,1.85,3.92,06/03/2026
Tencent Music Entertainment Group (NYSE:TME),9962087,NYSE,Communication Services,"21,096.08",22,0.86,0.86,0.86,0.86,0.91,0.78,3.59,06/03/2026
Tenet Healthcare Corporation (NYSE:THC),4020861,NYSE,Health Care,"20,605.88",19,16.93,16.16,16.11,17.33,18.32,11.72,3.84,06/03/2026
Tennant Company (NYSE:TNC),4007197,NYSE,Industrials,"1,096.68",3,4.98,5.78,5.78,4.83,5.30,4.81,-20.80,06/03/2026
Teradata Corporation (NYSE:TDC),4280097,NYSE,Information Technology,"2,583.44",10,2.63,2.40,2.40,2.63,2.68,2.58,7.50,06/03/2026
"Teradyne, Inc. (NASDAQGS:TER)",4071231,NASDAQGS,Information Technology,"42,747.60",16,6.25,6.24,3.52,6.13,7.29,5.51,11.86,06/03/2026
Terex Corporation (NYSE:TEX),4218241,NYSE,Industrials,"7,055.09",11,4.87,4.90,4.88,4.85,5.15,4.75,0.61,06/03/2026
"Terns Pharmaceuticals, Inc. (NASDAQGS:TERN)",10462866,NASDAQGS,Health Care,"4,657.41",10,-1.08,-1.09,-1.10,-1.09,-0.99,-1.20,6.67,06/03/2026
Terreno Realty Corporation (NYSE:TRNO),4245663,NYSE,Real Estate,"6,517.38",3,1.29,1.31,2.89,1.29,1.31,1.26,34.83,06/03/2026
"Tesla, Inc. (NASDAQGS:TSLA)",4574287,NASDAQGS,Consumer Discretionary,"1,488,702.34",33,2.07,2.06,1.64,2.03,2.82,1.21,1.22,06/03/2026
"Tetra Tech, Inc. (NASDAQGS:TTEK)",4309013,NASDAQGS,Industrials,"9,094.36",6,1.53,1.52,1.49,1.53,1.56,1.51,2.63,06/03/2026
Teva Pharmaceutical Industries Limited (NYSE:TEVA),4324550,NYSE,Health Care,"36,162.03",11,2.68,2.68,2.64,2.70,2.75,2.57,11.41,06/03/2026
"Texas Capital Bancshares, Inc. (NASDAQGS:TCBI)",1984125,NASDAQGS,Financials,"4,059.85",14,7.49,7.48,6.49,7.45,8.04,7.10,4.78,06/03/2026
Texas Instruments Incorporated (NASDAQGS:TXN),4112734,NASDAQGS,Information Technology,"175,910.63",13,6.46,6.44,5.54,6.37,7.28,6.09,1.27,06/03/2026
"Texas Roadhouse, Inc. (NASDAQGS:TXRH)",4422944,NASDAQGS,Consumer Discretionary,"11,308.80",30,6.28,6.32,6.35,6.29,6.70,5.72,-3.48,06/03/2026
Textron Inc. (NYSE:TXT),3002287,NYSE,Industrials,"16,532.43",16,6.47,6.49,6.11,6.50,6.65,6.14,0.33,06/03/2026
The AES Corporation (NYSE:AES),4055465,NYSE,Utilities,"10,082.71",13,2.29,2.17,2.15,2.31,2.40,2.13,9.35,06/03/2026
The Allstate Corporation (NYSE:ALL),103247,NYSE,Financials,"55,104.65",22,25.06,24.83,28.58,25.04,27.21,23.03,15.06,06/03/2026
"The Andersons, Inc. (NASDAQGS:ANDE)",4008568,NASDAQGS,Consumer Staples,"2,149.78",3,4.78,2.75,2.72,4.77,4.83,4.75,17.45,06/03/2026
"The Baldwin Insurance Group, Inc. (NASDAQGS:BWIN)",4960115,NASDAQGS,Financials,"2,034.04",7,2.00,1.66,1.66,2.02,2.05,1.85,0.60,06/03/2026
The Bank of N.T. Butterfield & Son Limited (NYSE:NTB),4005117,NYSE,Financials,"1,989.33",3,5.93,5.53,5.53,5.94,5.94,5.90,1.27,06/03/2026
The Bank of New York Mellon Corporation (NYSE:BK),100144,NYSE,Financials,"79,304.40",12,8.33,8.32,7.37,8.34,8.55,8.20,1.76,06/03/2026
The Boeing Company (NYSE:BA),4004086,NYSE,Industrials,"181,501.57",21,0.39,0.86,-9.50,0.64,2.21,-1.50,112.40,06/03/2026
"The Boston Beer Company, Inc. (NYSE:SAM)",4915118,NYSE,Consumer Staples,"2,372.34",14,10.08,9.35,9.29,9.90,11.49,9.20,5.78,06/03/2026
The Brink's Company (NYSE:BCO),4513682,NYSE,Industrials,"4,842.01",3,9.18,7.96,7.96,9.16,9.50,8.89,1.13,06/03/2026
The Campbell's Company (NASDAQGS:CPB),4133211,NASDAQGS,Consumer Staples,"7,685.01",18,2.42,2.43,2.45,2.42,2.47,2.36,1.37,06/03/2026
The Carlyle Group Inc. (NASDAQGS:CG),4298459,NASDAQGS,Financials,"17,661.27",15,4.61,4.80,4.04,4.63,4.93,4.29,0.25,06/03/2026
The Charles Schwab Corporation (NYSE:SCHW),102775,NYSE,Financials,"166,863.00",19,5.86,5.85,4.79,5.87,6.00,5.66,0.00,06/03/2026
The Cheesecake Factory Incorporated (NASDAQGS:CAKE),4910129,NASDAQGS,Consumer Discretionary,"3,078.80",19,4.04,3.75,3.76,4.03,4.14,3.85,0.53,06/03/2026
"The Chefs' Warehouse, Inc. (NASDAQGS:CHEF)",4911224,NASDAQGS,Consumer Staples,"2,559.67",7,2.15,1.86,1.86,2.15,2.23,2.06,2.15,06/03/2026
The Chemours Company (NYSE:CC),4670681,NYSE,Materials,"2,462.90",8,1.42,0.96,0.98,1.41,1.75,0.92,-1.04,06/03/2026
The Cigna Group (NYSE:CI),103339,NYSE,Health Care,"71,582.19",23,30.33,30.30,29.62,30.30,30.62,30.25,0.64,06/03/2026
The Clorox Company (NYSE:CLX),4091914,NYSE,Consumer Staples,"13,863.75",19,5.92,5.92,5.99,5.95,6.15,5.65,9.35,06/03/2026
The Coca-Cola Company (NYSE:KO),4202062,NYSE,Consumer Staples,"331,327.71",23,3.24,2.99,2.99,3.23,3.32,3.21,0.33,06/03/2026
"The Cooper Companies, Inc. (NASDAQGS:COO)",4578418,NASDAQGS,Health Care,"14,935.99",17,4.60,4.51,4.49,4.62,4.66,4.50,0.73,06/03/2026
"The Ensign Group, Inc. (NASDAQGS:ENSG)",4310438,NASDAQGS,Health Care,"11,952.36",5,7.52,7.48,6.51,7.51,7.57,7.48,0.77,06/03/2026
The Est‚e Lauder Companies Inc. (NYSE:EL),4913043,NYSE,Consumer Staples,"33,539.33",25,2.23,2.20,2.16,2.23,2.30,2.10,1.34,06/03/2026
"The Gap, Inc. (NYSE:GAP)",4054015,NYSE,Consumer Discretionary,"8,658.34",17,2.31,2.15,2.15,2.30,2.40,2.25,-1.39,06/03/2026
"The GEO Group, Inc. (NYSE:GEO)",4144107,NYSE,Industrials,"1,892.83",4,1.16,1.91,1.91,1.19,1.23,1.04,-4.71,06/03/2026
"The Goldman Sachs Group, Inc. (NYSE:GS)",4039450,NYSE,Financials,"253,282.25",23,58.36,58.36,48.69,58.33,63.65,54.51,5.08,06/03/2026
The Goodyear Tire & Rubber Company (NASDAQGS:GT),4060262,NASDAQGS,Consumer Discretionary,"2,146.85",7,0.58,0.56,0.57,0.57,0.81,0.43,-16.07,06/03/2026
"The Greenbrier Companies, Inc. (NYSE:GBX)",4989049,NYSE,Industrials,"1,685.15",3,4.12,4.12,4.05,4.10,4.40,3.85,1.70,06/03/2026
"The Hanover Insurance Group, Inc. (NYSE:THG)",103541,NYSE,Financials,"6,245.68",7,17.15,17.11,17.98,17.14,17.30,17.00,3.75,06/03/2026
"The Hartford Insurance Group, Inc. (NYSE:HIG)",103647,NYSE,Financials,"38,413.95",23,13.42,13.38,12.56,13.40,14.25,12.75,6.51,06/03/2026
The Hershey Company (NYSE:HSY),4914369,NYSE,Consumer Staples,"45,603.44",22,8.36,8.37,5.98,8.40,8.54,7.71,5.17,06/03/2026
"The Home Depot, Inc. (NYSE:HD)",4004135,NYSE,Consumer Discretionary,"356,313.47",34,15.06,14.50,14.60,15.01,15.38,14.83,1.31,06/03/2026
The J. M. Smucker Company (NYSE:SJM),4912995,NYSE,Consumer Staples,"11,860.36",17,9.04,8.99,9.00,9.02,9.15,8.92,0.70,06/03/2026
The Kraft Heinz Company (NASDAQGS:KHC),4384788,NASDAQGS,Consumer Staples,"29,049.10",18,2.04,2.53,2.53,2.04,2.09,1.99,2.77,06/03/2026
The Kroger Co. (NYSE:KR),4004136,NYSE,Consumer Staples,"45,503.54",22,5.25,4.80,4.80,5.25,5.34,5.15,1.04,06/03/2026
The Macerich Company (NYSE:MAC),103120,NYSE,Real Estate,"4,825.41",7,-0.18,-0.70,-0.55,-0.16,-0.13,-0.25,-11.43,06/03/2026
The Marzetti Company (NASDAQGS:MZTI),4912964,NASDAQGS,Consumer Staples,"4,452.12",5,7.02,7.02,7.04,7.02,7.07,6.97,0.15,06/03/2026
The Middleby Corporation (NASDAQGS:MIDD),4706100,NASDAQGS,Industrials,"7,113.95",11,9.41,9.05,9.09,9.35,9.90,9.23,2.43,06/03/2026
The Mosaic Company (NYSE:MOS),4097833,NYSE,Materials,"8,353.56",13,1.72,2.54,2.80,1.80,2.02,1.04,-9.56,06/03/2026
The New York Times Company (NYSE:NYT),4097432,NYSE,Communication Services,"12,970.04",9,2.69,2.68,2.38,2.70,2.90,2.46,3.36,06/03/2026
"The Pennant Group, Inc. (NASDAQGS:PNTG)",14905953,NASDAQGS,Health Care,"1,166.76",7,1.33,1.15,1.15,1.32,1.36,1.30,2.61,06/03/2026
"The PNC Financial Services Group, Inc. (NYSE:PNC)",100406,NYSE,Financials,"83,142.81",16,18.54,18.49,15.90,18.51,19.17,17.42,4.27,06/03/2026
The Procter & Gamble Company (NYSE:PG),4004124,NYSE,Consumer Staples,"357,036.23",21,6.97,6.97,7.00,6.97,7.01,6.90,0.89,06/03/2026
The Progressive Corporation (NYSE:PGR),103383,NYSE,Financials,"123,391.88",23,16.08,15.96,17.80,16.07,18.55,13.39,1.16,06/03/2026
"The RealReal, Inc. (NASDAQGS:REAL)",5233646,NASDAQGS,Consumer Discretionary,"1,345.70",7,0.04,-0.14,-0.14,0.04,0.07,0.01,14.29,06/03/2026
The Scotts Miracle-Gro Company (NYSE:SMG),4397865,NYSE,Materials,"3,768.52",9,4.29,4.28,4.31,4.31,4.35,4.20,1.08,06/03/2026
The Sherwin-Williams Company (NYSE:SHW),4191577,NYSE,Materials,"81,265.24",25,11.92,11.93,11.38,11.87,12.30,11.70,0.53,06/03/2026
The Southern Company (NYSE:SO),4004298,NYSE,Utilities,"109,118.26",21,4.57,4.29,4.29,4.57,4.61,4.50,0.23,06/03/2026
The Timken Company (NYSE:TKR),4645763,NYSE,Industrials,"6,932.18",13,5.85,5.86,5.28,5.85,6.02,5.72,1.14,06/03/2026
"The TJX Companies, Inc. (NYSE:TJX)",4074192,NYSE,Consumer Discretionary,"176,930.72",21,5.11,4.68,4.67,5.08,5.40,4.98,1.07,06/03/2026
The Toro Company (NYSE:TTC),4107956,NYSE,Industrials,"9,696.40",3,4.55,4.43,4.17,4.55,4.60,4.50,0.72,06/03/2026
"The Trade Desk, Inc. (NASDAQGM:TTD)",4844112,NASDAQGM,Communication Services,"13,936.61",22,2.06,1.77,1.77,2.07,2.37,1.70,0.57,06/03/2026
"The Travelers Companies, Inc. (NYSE:TRV)",4055530,NYSE,Financials,"66,235.83",26,27.26,27.17,24.74,27.32,28.50,24.72,9.96,06/03/2026
"The Vita Coco Company, Inc. (NASDAQGS:COCO)",6626827,NASDAQGS,Consumer Staples,"2,952.29",9,1.53,1.23,1.22,1.53,1.56,1.49,-3.25,06/03/2026
The Walt Disney Company (NYSE:DIS),4097175,NYSE,Communication Services,"179,880.13",28,6.65,6.64,6.61,6.64,6.81,6.45,0.85,06/03/2026
The Wendy's Company (NASDAQGS:WEN),4055686,NASDAQGS,Consumer Discretionary,"1,412.48",27,0.58,0.87,0.87,0.58,0.60,0.55,1.15,06/03/2026
The Western Union Company (NYSE:WU),4135930,NYSE,Financials,"3,053.05",17,1.80,1.73,1.73,1.80,1.84,1.75,1.16,06/03/2026
"The Williams Companies, Inc. (NYSE:WMB)",4011165,NYSE,Energy,"90,688.85",9,2.26,2.12,2.13,2.27,2.46,2.00,-1.41,06/03/2026
Thermo Fisher Scientific Inc. (NYSE:TMO),4072879,NYSE,Health Care,"186,473.95",28,24.54,24.54,22.73,24.55,25.87,21.83,0.57,06/03/2026
"Thermon Group Holdings, Inc. (NYSE:THR)",4990886,NYSE,Industrials,"1,487.05",5,2.12,2.11,2.08,2.13,2.16,2.06,2.19,06/03/2026
"THOR Industries, Inc. (NYSE:THO)",4914214,NYSE,Consumer Discretionary,"4,539.03",16,4.25,4.26,4.21,4.25,4.68,3.95,26.70,06/03/2026
"TIC Solutions, Inc. (NYSE:TIC)",108751871,NYSE,Industrials,"1,955.45",5,0.25,0.25,0.23,0.23,0.68,-0.01,"-1,375.00",06/03/2026
Tidewater Inc. (NYSE:TDW),4021980,NYSE,Energy,"3,856.32",3,4.21,3.11,3.05,4.18,4.40,4.04,8.04,06/03/2026
Titan America SA (NYSE:TTAM),124231515,NYSE,Materials,"3,105.40",5,1.06,1.06,1.04,1.05,1.18,1.01,1.98,06/03/2026
"TKO Group Holdings, Inc. (NYSE:TKO)",4156939,NYSE,Communication Services,"15,802.22",10,5.83,2.47,2.61,5.66,11.08,1.98,-9.24,06/03/2026
TMC the metals company Inc. (NASDAQGS:TMC),7795469,NASDAQGS,Materials,"2,369.31",4,-0.78,-0.79,-0.79,-0.78,-0.74,-0.80,-8.70,06/03/2026
"Toast, Inc. (NYSE:TOST)",5302583,NYSE,Financials,"17,840.81",13,1.28,1.01,1.01,1.30,1.54,1.05,0.00,06/03/2026
"Toll Brothers, Inc. (NYSE:TOL)",4094404,NYSE,Consumer Discretionary,"13,986.33",13,12.80,12.84,13.82,12.70,13.50,12.45,-2.39,06/03/2026
TopBuild Corp. (NYSE:BLD),4682198,NYSE,Consumer Discretionary,"10,837.12",15,18.55,19.83,19.86,18.50,20.48,17.54,-0.25,06/03/2026
Tower Semiconductor Ltd. (NASDAQGS:TSEM),4965594,NASDAQGS,Information Technology,"12,430.78",6,2.96,2.18,2.18,2.94,3.13,2.85,5.05,06/03/2026
TowneBank (NASDAQGS:TOWN),4050678,NASDAQGS,Financials,"3,034.50",4,3.51,3.51,2.95,3.51,3.68,3.35,1.68,06/03/2026
TPG Inc. (NASDAQGS:TPG),8419942,NASDAQGS,Financials,"6,905.03",15,2.96,3.02,2.39,2.96,3.15,2.56,3.43,06/03/2026
Tractor Supply Company (NASDAQGS:TSCO),4071364,NASDAQGS,Consumer Discretionary,"26,401.78",28,2.18,2.18,2.12,2.17,2.21,2.13,-1.90,06/03/2026
Tradeweb Markets Inc. (NASDAQGS:TW),14362218,NASDAQGS,Financials,"26,486.72",13,4.00,3.94,3.44,3.97,4.32,3.86,0.87,06/03/2026
Trane Technologies plc (NYSE:TT),4402486,NYSE,Industrials,"93,652.17",25,14.81,14.81,13.04,14.80,15.05,14.72,0.23,06/03/2026
TransDigm Group Incorporated (NYSE:TDG),4421633,NYSE,Industrials,"73,106.72",18,38.98,39.02,38.38,38.97,40.51,37.30,1.99,06/03/2026
"TransMedics Group, Inc. (NASDAQGM:TMDX)",5013726,NASDAQGM,Health Care,"4,452.46",7,2.50,2.57,2.58,2.57,2.99,1.74,2.33,06/03/2026
Transocean Ltd. (NYSE:RIG),4011135,NYSE,Energy,"6,539.89",7,0.20,0.06,0.05,0.20,0.28,0.10,-42.86,06/03/2026
TransUnion (NYSE:TRU),4313999,NYSE,Industrials,"14,903.39",19,4.77,4.26,4.26,4.73,4.99,4.67,0.94,06/03/2026
Travel + Leisure Co. (NYSE:TNL),4154740,NYSE,Consumer Discretionary,"4,564.39",9,7.26,6.37,6.35,7.29,7.51,6.92,-0.47,06/03/2026
"Travere Therapeutics, Inc. (NASDAQGM:TVTX)",4811117,NASDAQGM,Health Care,"2,512.66",7,1.59,0.89,0.75,1.66,2.63,0.71,2.25,06/03/2026
"Trevi Therapeutics, Inc. (NASDAQGM:TRVI)",5251869,NASDAQGM,Health Care,"1,705.46",8,-0.36,-0.37,-0.37,-0.36,-0.35,-0.40,4.08,06/03/2026
"Trex Company, Inc. (NYSE:TREX)",4142451,NYSE,Industrials,"3,969.38",20,1.65,1.83,1.83,1.65,1.73,1.58,2.73,06/03/2026
TriCo Bancshares (NASDAQGS:TCBK),100546,NASDAQGS,Financials,"1,519.12",6,4.04,4.07,3.65,4.06,4.16,3.87,1.37,06/03/2026
Trimble Inc. (NASDAQGS:TRMB),4104139,NASDAQGS,Information Technology,"16,393.77",13,3.55,3.09,3.09,3.56,3.58,3.51,1.29,06/03/2026
"TriNet Group, Inc. (NYSE:TNET)",4228223,NYSE,Industrials,"1,845.14",7,4.25,4.68,4.68,4.20,4.75,4.05,1.07,06/03/2026
Trinity Capital Inc. (NASDAQGS:TRIN),19772293,NASDAQGS,Financials,"1,240.14",9,2.07,2.08,2.08,2.05,2.17,2.01,0.00,06/03/2026
Trip.com Group Limited (NASDAQGS:TCOM),4590029,NASDAQGS,Consumer Discretionary,"35,294.59",25,4.08,6.35,6.35,4.11,4.61,3.26,-0.04,06/03/2026
"Tripadvisor, Inc. (NASDAQGS:TRIP)",4295035,NASDAQGS,Communication Services,"1,195.75",12,1.45,1.35,1.38,1.46,1.80,1.02,-5.93,06/03/2026
"Triumph Financial, Inc. (NYSE:TFIN)",4096803,NYSE,Financials,"1,404.56",4,1.56,1.56,0.57,1.56,1.63,1.50,3.51,06/03/2026
Tronox Holdings plc (NYSE:TROX),4121353,NYSE,Materials,"1,036.97",6,-0.85,-1.58,-1.17,-0.85,-0.50,-1.23,5.06,06/03/2026
Truist Financial Corporation (NYSE:TFC),100438,NYSE,Financials,"58,073.84",18,4.48,4.49,3.95,4.50,4.64,4.27,1.26,06/03/2026
"Trupanion, Inc. (NASDAQGM:TRUP)",4202601,NASDAQGM,Financials,"1,191.72",6,0.48,0.48,0.45,0.47,0.82,0.25,-6.25,06/03/2026
Trustmark Corporation (NASDAQGS:TRMK),100464,NASDAQGS,Financials,"2,472.87",5,3.80,3.80,3.65,3.77,3.88,3.75,1.37,06/03/2026
"TTM Technologies, Inc. (NASDAQGS:TTMI)",4963656,NASDAQGS,Information Technology,"9,090.33",4,3.21,3.21,2.44,3.21,3.45,2.97,0.82,06/03/2026
"Turning Point Brands, Inc. (NYSE:TPB)",4911214,NYSE,Consumer Staples,"1,754.48",4,2.94,3.58,3.58,3.07,3.49,2.13,-13.13,06/03/2026
Tutor Perini Corporation (NYSE:TPC),4990006,NYSE,Industrials,"3,844.27",3,3.38,1.63,1.63,2.50,5.15,2.48,-7.36,06/03/2026
Tuya Inc. (NYSE:TUYA),9084183,NYSE,Information Technology,"1,461.86",4,0.13,0.13,0.13,0.13,0.13,0.11,0.00,06/03/2026
Twilio Inc. (NYSE:TWLO),4757889,NYSE,Information Technology,"19,398.34",29,5.42,4.79,4.79,5.39,6.14,5.04,2.09,06/03/2026
Twist Bioscience Corporation (NASDAQGS:TWST),5262832,NASDAQGS,Health Care,"2,877.97",9,-1.65,-1.65,-1.48,-1.70,-0.70,-1.99,1.52,06/03/2026
Two Harbors Investment Corp. (NYSE:TWO),4244702,NYSE,Financials,972.70,4,1.32,1.22,1.25,1.31,1.62,1.06,-13.64,06/03/2026
"TXNM Energy, Inc. (NYSE:TXNM)",4006880,NYSE,Utilities,"6,413.29",5,2.89,2.60,2.63,2.88,3.08,2.77,-10.38,06/03/2026
